PROG_NO,PROG_NAME,SEM,MAJOR ,MAJOR_NAME,COURSE_NO,COURSE_NAME,NAME OF BOS,CREDIT,VERTICAL_NO
,B.Sc. (Chemistry),1,,Major 2,,Basics in Organic and Inorganic Chemistry I,B.Sc. (Chemistry) ,2,1
,B.Sc. (Chemistry),1,,Major 3,,Practical 1,B.Sc. (Chemistry) ,2,1
,B.Sc. (Chemistry),1,,OE,,Wonders of Physics - I,B.Sc. (Physics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Wonders of Physics - II,B.Sc. (Physics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Chemistry in Daily Life,B.Sc. (Chemistry) ,2,3
,B.Sc. (Chemistry),1,,OE,,Medicines in Every Day Life,B.Sc. (Chemistry) ,2,3
,B.Sc. (Chemistry),1,,OE,,Quantitative Techniques – I (OE) ,B.Sc. (Mathematics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Logic and Data Interpretation - I (OE) ,B.Sc. (Mathematics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Financial Mathematics – I (OE) ,B.Sc. (Mathematics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Introduction to Basic Statistics-I,B.Sc. (Statistics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Introduction to Social Statistics,B.Sc. (Statistics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Introduction to Business Statistics-I,B.Sc. (Statistics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Optimization Techniques-I,B.Sc. (Statistics) ,2,3
,B.Sc. (Chemistry),1,,OE,,Organic farming and Bio fertilizers (OE),B.Sc. (Botany) ,2,3
,B.Sc. (Chemistry),1,,OE,,Plants in Everyday Life : A Botanical Exploration (OE),B.Sc. (Botany) ,2,3
,B.Sc. (Chemistry),1,,OE,,Blood and Blood disorders,B.Sc. (Bio-Chemistry ) ,2,3
,B.Sc. (Chemistry),1,,OE,,Basics of food and nutrition,B.Sc. (Bio-Chemistry ) ,2,3
,B.Sc. (Chemistry),1,,OE,,Amazing Animals,B.Sc. (Zoology) ,2,3
,B.Sc. (Chemistry),1,,OE,,Wildlife documentation,B.Sc. (Zoology) ,2,3
,B.Sc. (Chemistry),1,,OE,,Microbes at Work,B.Sc. (Microbiology) ,2,3
,B.Sc. (Chemistry),1,,OE,,Model Organisms in Biology,B.Sc. (Life Science ) ,2,3
,B.Sc. (Chemistry),1,,OE,,IPR and Entrepreneurship,B.Sc. (Life Science ) ,2,3
,B.Sc. (Chemistry),1,,OE,,"Nutrition, Life style diseases and their management",B.Sc. (Bio-Technology) ,2,3
,B.Sc. (Chemistry),1,,OE,,Wine Technology,B.Sc. (Bio-Technology) ,2,3
,B.Sc. (Chemistry),1,,OE,,Open-Source Technologies (OE),B.Sc. (Computer Science) ,2,3
,B.Sc. (Chemistry),1,,OE,,Web Designing (OE),B.Sc. (Computer Science) ,2,3
,B.Sc. (Chemistry),1,,OE,,IT_Fundamentals of Computers,B.Sc. (Information Technology) ,2,3
,B.Sc. (Chemistry),1,,OE,,IT_Google Workspace,B.Sc. (Information Technology) ,2,3
,B.Sc. (Chemistry),1,,OE,,Introduction to Botany  ,B.Sc. (Bio-analytical Science) ,2,3
,B.Sc. (Chemistry),1,,OE,,Plant physiology ,B.Sc. (Bio-analytical Science) ,2,3
,B.Sc. (Chemistry),1,,OE,,DS_Excel for Data Analytics,B.Sc. (Data Science) ,2,3
,B.Sc. (Chemistry),1,,OE,,DS_Database Management System,B.Sc. (Data Science) ,2,3
,B.Sc. (Chemistry),1,,VSC,,Calibration of Glassware and Instruments,,2,4
,B.Sc. (Chemistry),1,,SEC,,,,2,4
,B.Sc. (Chemistry),1,,AEC,,Introduction to Communication Skills (B.Sc),English,2,5
,B.Sc. (Chemistry),1,,AEC,,Business Communication Skills I (B.M.S.),English,2,5
,B.Sc. (Chemistry),1,,AEC,,Business Communication Skills I (B.A.F),English,2,5
,B.Sc. (Chemistry),1,,AEC,,Business Communication Skills I (B.Com.),English,2,5
,B.Sc. (Chemistry),1,,AEC,,Communication Skills in English I (BA),English,2,5
,B.Sc. (Chemistry),1,,VEC,,Indian Constitution,,2,5
,B.Sc. (Chemistry),1,,VEC,,Introduction to Law of Torts and Consumer protection Act,,2,5
,B.Sc. (Chemistry),1,,VEC,,Law related to Intellectual Property Rights,,2,5
,B.Sc. (Chemistry),1,,VEC,,Fundamental of People’s Skills,,2,5
,B.Sc. (Chemistry),1,,VEC,,Foundation of Behavioral Skills- Basic Level,,2,5
,B.Sc. (Chemistry),1,,IKS,,Indian Knowledge System,,2,5
,B.Sc. (Chemistry),1,,CC,,Introduction to Cultural Activities,,2,6
1150961.0,B.Sc. (Forensic Science),1,,Major 1,,Fundamentals of Forensic Science-I ,,2,1
1150961.0,B.Sc. (Forensic Science),1,,Major 2,,Chemical Science-I ,,2,1
1150961.0,B.Sc. (Forensic Science),1,,Major 3,,Evolution & Biochemistry-I ,,2,1
1150961.0,B.Sc. (Forensic Science),1,,OE,,Wonders of Physics - I,B.Sc. (Physics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Wonders of Physics - II,B.Sc. (Physics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Chemistry in Daily Life,B.Sc. (Chemistry) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Medicines in Every Day Life,B.Sc. (Chemistry) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Quantitative Techniques – I (OE) ,B.Sc. (Mathematics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Logic and Data Interpretation - I (OE) ,B.Sc. (Mathematics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Financial Mathematics – I (OE) ,B.Sc. (Mathematics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Introduction to Basic Statistics-I,B.Sc. (Statistics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Introduction to Social Statistics,B.Sc. (Statistics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Introduction to Business Statistics-I,B.Sc. (Statistics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Optimization Techniques-I,B.Sc. (Statistics) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Organic farming and Bio fertilizers (OE),B.Sc. (Botany) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Plants in Everyday Life : A Botanical Exploration (OE),B.Sc. (Botany) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Blood and Blood disorders,B.Sc. (Bio-Chemistry ) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Basics of food and nutrition,B.Sc. (Bio-Chemistry ) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Amazing Animals,B.Sc. (Zoology) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Wildlife documentation,B.Sc. (Zoology) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Microbes at Work,B.Sc. (Microbiology) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Model Organisms in Biology,B.Sc. (Life Science ) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,IPR and Entrepreneurship,B.Sc. (Life Science ) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,"Nutrition, Life style diseases and their management",B.Sc. (Bio-Technology) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Wine Technology,B.Sc. (Bio-Technology) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Open-Source Technologies (OE),B.Sc. (Computer Science) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Web Designing (OE),B.Sc. (Computer Science) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,IT_Fundamentals of Computers,B.Sc. (Information Technology) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,IT_Google Workspace,B.Sc. (Information Technology) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Introduction to Botany  ,B.Sc. (Bio-analytical Science) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,Plant physiology ,B.Sc. (Bio-analytical Science) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,DS_Excel for Data Analytics,B.Sc. (Data Science) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,OE,,DS_Database Management System,B.Sc. (Data Science) ,2,3
1150961.0,B.Sc. (Forensic Science),1,,VSC,,Hands on Training on Forensic Science-I ,,2,4
1150961.0,B.Sc. (Forensic Science),1,,SEC,,Hands on Training on Chemistry and Biology-II ,,2,4
1150961.0,B.Sc. (Forensic Science),1,,AEC,,Introduction to Communication Skills (B.Sc),English,2,5
1150961.0,B.Sc. (Forensic Science),1,,AEC,,Business Communication Skills I (B.M.S.),English,2,5
1150961.0,B.Sc. (Forensic Science),1,,AEC,,Business Communication Skills I (B.A.F),English,2,5
1150961.0,B.Sc. (Forensic Science),1,,AEC,,Business Communication Skills I (B.Com.),English,2,5
1150961.0,B.Sc. (Forensic Science),1,,AEC,,Communication Skills in English I (BA),English,2,5
1150961.0,B.Sc. (Forensic Science),1,,VEC,,Indian Constitution,,2,5
1150961.0,B.Sc. (Forensic Science),1,,VEC,,Introduction to Law of Torts and Consumer protection Act,,2,5
1150961.0,B.Sc. (Forensic Science),1,,VEC,,Law related to Intellectual Property Rights,,2,5
1150961.0,B.Sc. (Forensic Science),1,,VEC,,Fundamental of People’s Skills,,2,5
1150961.0,B.Sc. (Forensic Science),1,,VEC,,Foundation of Behavioral Skills- Basic Level,,2,5
1150961.0,B.Sc. (Forensic Science),1,,IKS,,Indian Knowledge System,,2,5
1150961.0,B.Sc. (Forensic Science),1,,CC,,Introduction to Cultural Activities,,2,6
2126261.0,B.Com. Accounting & Finance,1,,Major 1,,Financial Accounting-I,B. Com (Accounting and Finance) (BAF) ,4,1
2126261.0,B.Com. Accounting & Finance,1,,Major 2,,Auditing-I,B. Com (Accounting and Finance) (BAF) ,2,1
2126261.0,B.Com. Accounting & Finance,1,,OE,,Introduction to Commerce (OE),B Com,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Entrepreneurship Management (OE),B Com,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Open Elective in Accounting Paper: I ,Accountancy,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Open Elective in Accounting Paper: II,Accountancy,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Elementary Statistical Techniques for Economics     ,Bussiness economics,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Business Economics for Banking and Insurance,Bussiness economics,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Introduction of Economics to Demography     ,Bussiness economics,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Introduction to Banking,Bussiness Management,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Introduction to Export Marketing,Bussiness Management,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Marketing Mix I,B Com (Management studies),2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Case Studies in Management,B Com (Management studies),2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Open Elective in Accounting & Finance    Paper - I,B. Com (Accounting and Finance) (BAF) ,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Open Elective in Accounting & Finance    Paper - II,B. Com (Accounting and Finance) (BAF) ,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Basics of Fintech (2),B. Com (Banking & Insurance) (BBI),2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Credit Rating (2),B. Com (Banking & Insurance) (BBI),2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Introduction to Management (2),B.Com. (Investment Management) (BIM),2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Basics of Fintech (2 ),B.Com. (Investment Management) (BIM),2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Introduction To Financial Markets,B.Com. (Financial Markets) (BFM),2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Managerial Skill Development,"B. Com. (Transport Management) (BTM) Trade, Transport & Industry",2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Open Elective in Financial Management Paper- I,B. Com. (Financial Management) (BFM) ,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Open Elective in Financial Management Paper- II,B. Com. (Financial Management) (BFM) ,2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Introduction to Marketing,B.Com. (Travel & Tourism),2,3
2126261.0,B.Com. Accounting & Finance,1,,OE,,Service Marketing,B.Com. (Travel & Tourism),2,3
2126261.0,B.Com. Accounting & Finance,1,,VSC,,Vocational Skills in Accounting & Finance Paper –I,,2,4
2126261.0,B.Com. Accounting & Finance,1,,SEC,,Vocational Skills in Accounting & Finance Paper –II,,2,4
2126261.0,B.Com. Accounting & Finance,1,,AEC,,Introduction to Communication Skills (B.Sc),English,2,5
2126261.0,B.Com. Accounting & Finance,1,,AEC,,Business Communication Skills I (B.M.S.),English,2,5
2126261.0,B.Com. Accounting & Finance,1,,AEC,,Business Communication Skills I (B.A.F),English,2,5
2126261.0,B.Com. Accounting & Finance,1,,AEC,,Business Communication Skills I (B.Com.),English,2,5
2126261.0,B.Com. Accounting & Finance,1,,AEC,,Communication Skills in English I (BA),English,2,5
2126261.0,B.Com. Accounting & Finance,1,,VEC,,Indian Constitution,,2,5
2126261.0,B.Com. Accounting & Finance,1,,VEC,,Introduction to Law of Torts and Consumer protection Act,,2,5
2126261.0,B.Com. Accounting & Finance,1,,VEC,,Law related to Intellectual Property Rights,,2,5
2126261.0,B.Com. Accounting & Finance,1,,VEC,,Fundamental of People’s Skills,,2,5
2126261.0,B.Com. Accounting & Finance,1,,VEC,,Foundation of Behavioral Skills- Basic Level,,2,5
2126261.0,B.Com. Accounting & Finance,1,,IKS,,Indian Knowledge System,,2,5
2126261.0,B.Com. Accounting & Finance,1,,CC,,Introduction to Cultural Activities,,2,6
2126161.0,B.Com.,1,,Major 1,,Commerce-I(Introduction To Business),B Com,2,1
2126161.0,B.Com.,1,,Major 2,,Accountancy,B Com,2,1
2126161.0,B.Com.,1,,Major 3,,Bussiness Economics,B Com,2,1
2126161.0,B.Com.,1,,Major 4,,Bussiness Management,B Com,2,1
2126161.0,B.Com.,1,,OE,,Introduction to Commerce (OE),B Com,2,3
2126161.0,B.Com.,1,,OE,,Entrepreneurship Management (OE),B Com,2,3
2126161.0,B.Com.,1,,OE,,Open Elective in Accounting Paper: I ,Accountancy,2,3
2126161.0,B.Com.,1,,OE,,Open Elective in Accounting Paper: II,Accountancy,2,3
2126161.0,B.Com.,1,,OE,,Elementary Statistical Techniques for Economics     ,Bussiness economics,2,3
2126161.0,B.Com.,1,,OE,,Business Economics for Banking and Insurance,Bussiness economics,2,3
2126161.0,B.Com.,1,,OE,,Introduction of Economics to Demography     ,Bussiness economics,2,3
2126161.0,B.Com.,1,,OE,,Introduction to Banking,Bussiness Management,2,3
2126161.0,B.Com.,1,,OE,,Introduction to Export Marketing,Bussiness Management,2,3
2126161.0,B.Com.,1,,OE,,Marketing Mix I,B Com (Management studies),2,3
2126161.0,B.Com.,1,,OE,,Case Studies in Management,B Com (Management studies),2,3
2126161.0,B.Com.,1,,OE,,Open Elective in Accounting & Finance    Paper - I,B. Com (Accounting and Finance) (BAF) ,2,3
2126161.0,B.Com.,1,,OE,,Open Elective in Accounting & Finance    Paper - II,B. Com (Accounting and Finance) (BAF) ,2,3
2126161.0,B.Com.,1,,OE,,Basics of Fintech (2),B. Com (Banking & Insurance) (BBI),2,3
2126161.0,B.Com.,1,,OE,,Credit Rating (2),B. Com (Banking & Insurance) (BBI),2,3
2126161.0,B.Com.,1,,OE,,Introduction to Management (2),B.Com. (Investment Management) (BIM),2,3
2126161.0,B.Com.,1,,OE,,Basics of Fintech (2 ),B.Com. (Investment Management) (BIM),2,3
2126161.0,B.Com.,1,,OE,,Introduction To Financial Markets,B.Com. (Financial Markets) (BFM),2,3
2126161.0,B.Com.,1,,OE,,Managerial Skill Development,"B. Com. (Transport Management) (BTM) Trade, Transport & Industry",2,3
2126161.0,B.Com.,1,,OE,,Open Elective in Financial Management Paper- I,B. Com. (Financial Management) (BFM) ,2,3
2126161.0,B.Com.,1,,OE,,Open Elective in Financial Management Paper- II,B. Com. (Financial Management) (BFM) ,2,3
2126161.0,B.Com.,1,,OE,,Introduction to Marketing,B.Com. (Travel & Tourism),2,3
2126161.0,B.Com.,1,,OE,,Service Marketing,B.Com. (Travel & Tourism),2,3
2126161.0,B.Com.,1,,VSC,,Fundamentals of Start ups,,2,4
2126161.0,B.Com.,1,,VSC,,Business Etiquettes & Corporate Grooming,,2,4
2126161.0,B.Com.,1,,SEC,, Negotiation Skills,,2,4
2126161.0,B.Com.,1,,AEC,,Introduction to Communication Skills (B.Sc),English,2,5
2126161.0,B.Com.,1,,AEC,,Business Communication Skills I (B.M.S.),English,2,5
2126161.0,B.Com.,1,,AEC,,Business Communication Skills I (B.A.F),English,2,5
2126161.0,B.Com.,1,,AEC,,Business Communication Skills I (B.Com.),English,2,5
2126161.0,B.Com.,1,,AEC,,Communication Skills in English I (BA),English,2,5
2126161.0,B.Com.,1,,VEC,,Indian Constitution,,2,5
2126161.0,B.Com.,1,,VEC,,Introduction to Law of Torts and Consumer protection Act,,2,5
2126161.0,B.Com.,1,,VEC,,Law related to Intellectual Property Rights,,2,5
2126161.0,B.Com.,1,,VEC,,Fundamental of People’s Skills,,2,5
2126161.0,B.Com.,1,,VEC,,Foundation of Behavioral Skills- Basic Level,,2,5
2126161.0,B.Com.,1,,IKS,,Indian Knowledge System,,2,5
2126161.0,B.Com.,1,,CC,,Introduction to Cultural Activities,,2,6
,B.Com. (Accountancy),1,,Major 1,,Accountancy & Financial Management -I,Accountancy,2,1
,B.Com. (Accountancy),1,,Major 2,,Commerce,Accountancy,2,1
,B.Com. (Accountancy),1,,Major 3,,Economics,Accountancy,2,1
,B.Com. (Accountancy),1,,Major 4,,Bussiness Management,Accountancy,2,1
,B.Com. (Accountancy),1,,OE,,Introduction to Commerce (OE),B Com,2,3
,B.Com. (Accountancy),1,,OE,,Entrepreneurship Management (OE),B Com,2,3
,B.Com. (Accountancy),1,,OE,,Open Elective in Accounting Paper: I ,Accountancy,2,3
,B.Com. (Accountancy),1,,OE,,Open Elective in Accounting Paper: II,Accountancy,2,3
,B.Com. (Accountancy),1,,OE,,Elementary Statistical Techniques for Economics     ,Bussiness economics,2,3
,B.Com. (Accountancy),1,,OE,,Business Economics for Banking and Insurance,Bussiness economics,2,3
,B.Com. (Accountancy),1,,OE,,Introduction of Economics to Demography     ,Bussiness economics,2,3
,B.Com. (Accountancy),1,,OE,,Introduction to Banking,Bussiness Management,2,3
,B.Com. (Accountancy),1,,OE,,Introduction to Export Marketing,Bussiness Management,2,3
,B.Com. (Accountancy),1,,OE,,Marketing Mix I,B Com (Management studies),2,3
,B.Com. (Accountancy),1,,OE,,Case Studies in Management,B Com (Management studies),2,3
,B.Com. (Accountancy),1,,OE,,Open Elective in Accounting & Finance    Paper - I,B. Com (Accounting and Finance) (BAF) ,2,3
,B.Com. (Accountancy),1,,OE,,Open Elective in Accounting & Finance    Paper - II,B. Com (Accounting and Finance) (BAF) ,2,3
,B.Com. (Accountancy),1,,OE,,Basics of Fintech (2),B. Com (Banking & Insurance) (BBI),2,3
,B.Com. (Accountancy),1,,OE,,Credit Rating (2),B. Com (Banking & Insurance) (BBI),2,3
,B.Com. (Accountancy),1,,OE,,Introduction to Management (2),B.Com. (Investment Management) (BIM),2,3
,B.Com. (Accountancy),1,,OE,,Basics of Fintech (2 ),B.Com. (Investment Management) (BIM),2,3
,B.Com. (Accountancy),1,,OE,,Introduction To Financial Markets,B.Com. (Financial Markets) (BFM),2,3
,B.Com. (Accountancy),1,,OE,,Managerial Skill Development,"B. Com. (Transport Management) (BTM) Trade, Transport & Industry",2,3
,B.Com. (Accountancy),1,,OE,,Open Elective in Financial Management Paper- I,B. Com. (Financial Management) (BFM) ,2,3
,B.Com. (Accountancy),1,,OE,,Open Elective in Financial Management Paper- II,B. Com. (Financial Management) (BFM) ,2,3
,B.Com. (Accountancy),1,,OE,,Introduction to Marketing,B.Com. (Travel & Tourism),2,3
,B.Com. (Accountancy),1,,OE,,Service Marketing,B.Com. (Travel & Tourism),2,3
,B.Com. (Accountancy),1,,VSC,,Vocational Skills in Accounting–I ,,2,4
,B.Com. (Accountancy),1,,VSC,,Vocational Skills in Accounting–II,,2,4
,B.Com. (Accountancy),1,,SEC,,Recent Trends in Accounting- I,,2,4
,B.Com. (Accountancy),1,,AEC,,Introduction to Communication Skills (B.Sc),English,2,5
,B.Com. (Accountancy),1,,AEC,,Business Communication Skills I (B.M.S.),English,2,5
,B.Com. (Accountancy),1,,AEC,,Business Communication Skills I (B.A.F),English,2,5
,B.Com. (Accountancy),1,,AEC,,Business Communication Skills I (B.Com.),English,2,5
,B.Com. (Accountancy),1,,AEC,,Communication Skills in English I (BA),English,2,5
,B.Com. (Accountancy),1,,VEC,,Indian Constitution,,2,5
,B.Com. (Accountancy),1,,VEC,,Introduction to Law of Torts and Consumer protection Act,,2,5
,B.Com. (Accountancy),1,,VEC,,Law related to Intellectual Property Rights,,2,5
,B.Com. (Accountancy),1,,VEC,,Fundamental of People’s Skills,,2,5
,B.Com. (Accountancy),1,,VEC,,Foundation of Behavioral Skills- Basic Level,,2,5
,B.Com. (Accountancy),1,,IKS,,Indian Knowledge System,,2,5
,B.Com. (Accountancy),1,,CC,,Introduction to Cultural Activities,,2,6
2126661.0,B.Com. (Financial Management),1,,Major 1,,FinancialAccounting I,B. Com. (Financial Management) (BFM) ,4,1
2126661.0,B.Com. (Financial Management),1,,Major 2,,Indian Financial Management System- I,B. Com. (Financial Management) (BFM) ,2,1
2126661.0,B.Com. (Financial Management),1,,OE,,Introduction to Commerce (OE),B Com,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Entrepreneurship Management (OE),B Com,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Open Elective in Accounting Paper: I ,Accountancy,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Open Elective in Accounting Paper: II,Accountancy,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Elementary Statistical Techniques for Economics     ,Bussiness economics,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Business Economics for Banking and Insurance,Bussiness economics,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Introduction of Economics to Demography     ,Bussiness economics,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Introduction to Banking,Bussiness Management,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Introduction to Export Marketing,Bussiness Management,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Marketing Mix I,B Com (Management studies),2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Case Studies in Management,B Com (Management studies),2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Open Elective in Accounting & Finance    Paper - I,B. Com (Accounting and Finance) (BAF) ,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Open Elective in Accounting & Finance    Paper - II,B. Com (Accounting and Finance) (BAF) ,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Basics of Fintech (2),B. Com (Banking & Insurance) (BBI),2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Credit Rating (2),B. Com (Banking & Insurance) (BBI),2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Introduction to Management (2),B.Com. (Investment Management) (BIM),2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Basics of Fintech (2 ),B.Com. (Investment Management) (BIM),2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Introduction To Financial Markets,B.Com. (Financial Markets) (BFM),2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Managerial Skill Development,"B. Com. (Transport Management) (BTM) Trade, Transport & Industry",2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Open Elective in Financial Management Paper- I,B. Com. (Financial Management) (BFM) ,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Open Elective in Financial Management Paper- II,B. Com. (Financial Management) (BFM) ,2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Introduction to Marketing,B.Com. (Travel & Tourism),2,3
2126661.0,B.Com. (Financial Management),1,,OE,,Service Marketing,B.Com. (Travel & Tourism),2,3
2126661.0,B.Com. (Financial Management),1,,VSC,,Financial Management Project Feasibility Report I,,2,4
2126661.0,B.Com. (Financial Management),1,,SEC,,Computer Skills for Financial Modeling I,,2,4
2126661.0,B.Com. (Financial Management),1,,AEC,,Introduction to Communication Skills (B.Sc),English,2,5
2126661.0,B.Com. (Financial Management),1,,AEC,,Business Communication Skills I (B.M.S.),English,2,5
2126661.0,B.Com. (Financial Management),1,,AEC,,Business Communication Skills I (B.A.F),English,2,5
2126661.0,B.Com. (Financial Management),1,,AEC,,Business Communication Skills I (B.Com.),English,2,5
2126661.0,B.Com. (Financial Management),1,,AEC,,Communication Skills in English I (BA),English,2,5
2126661.0,B.Com. (Financial Management),1,,VEC,,Indian Constitution,,2,5
2126661.0,B.Com. (Financial Management),1,,VEC,,Introduction to Law of Torts and Consumer protection Act,,2,5
2126661.0,B.Com. (Financial Management),1,,VEC,,Law related to Intellectual Property Rights,,2,5
2126661.0,B.Com. (Financial Management),1,,VEC,,Fundamental of People’s Skills,,2,5
2126661.0,B.Com. (Financial Management),1,,VEC,,Foundation of Behavioral Skills- Basic Level,,2,5
2126661.0,B.Com. (Financial Management),1,,IKS,,Indian Knowledge System,,2,5
2126661.0,B.Com. (Financial Management),1,,CC,,Introduction to Cultural Activities,,2,6
2126461.0,B.Com. (Banking and Insurance),1,,Major 1,,Principles and Practices of Banking and Insurance,B. Com (Banking & Insurance) (BBI),4,1
2126461.0,B.Com. (Banking and Insurance),1,,Major 2,,Fundamental Accounting - I,B. Com (Banking & Insurance) (BBI),2,1
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Introduction to Commerce (OE),B Com,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Entrepreneurship Management (OE),B Com,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Open Elective in Accounting Paper: I ,Accountancy,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Open Elective in Accounting Paper: II,Accountancy,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Elementary Statistical Techniques for Economics     ,Bussiness economics,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Business Economics for Banking and Insurance,Bussiness economics,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Introduction of Economics to Demography     ,Bussiness economics,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Introduction to Banking,Bussiness Management,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Introduction to Export Marketing,Bussiness Management,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Marketing Mix I,B Com (Management studies),2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Case Studies in Management,B Com (Management studies),2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Open Elective in Accounting & Finance    Paper - I,B. Com (Accounting and Finance) (BAF) ,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Open Elective in Accounting & Finance    Paper - II,B. Com (Accounting and Finance) (BAF) ,2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Basics of Fintech (2),B. Com (Banking & Insurance) (BBI),2,3
2126461.0,B.Com. (Banking and Insurance),1,,OE,,Credit Rating (2),B. Com (Banking & Insurance) (BBI),2,3
